cg00000734,CNBP
cg01957384,RAD21
cg01958221,ETV1
cg01958230,STAT5B
cg01959640,ERBB2
cg01960526,EPAS1
cg01961086,PRDM16
cg01963870,CREBBP
cg01965462,ERBB4
cg01965874,PAX7
cg01966599,CASC5
cg01969558,MLLT1
cg01970336,EPS15
cg01971089,SH3GL1
cg01971789,TRIM27
cg01973676,CUX1
cg01977582,CBFA2T3
cg01980361,CACNA1D
cg01981433,TNFAIP3
cg01982533,AXIN2
cg01987941,BCL11B
cg01992590,COL1A1
cg01995660,FOXO1
cg01998146,PSIP1
cg01998262,VHL
cg02000328,MYH11
cg02002523,FOXP1
cg02003041,CBFA2T3
cg02003682,EGFR
cg02004156,TFE3
cg02005709,TRIP11
cg02007259,GATA1
cg02010020,PTPRK
cg02011446,LYL1
cg02012712,CCNB1IP1
cg02012721,ARHGAP26
cg02013148,WWTR1
cg02017208,HSP90AA1
cg02018337,GAS7
cg02023717,ERBB2
cg02034102,PAX5
cg02037863,ETV6
cg02039214,NTRK3
cg02043791,FGFR1
cg02044145,FGFR4
cg02045259,RET
cg02045285,MLLT6
cg02045669,PTPN13
cg02048657,TERT
cg02053964,NCOR2
cg02055963,CDX2
cg02056062,WWTR1
cg02056280,PIK3CA
cg02058516,PDGFRA
cg02059317,CBFA2T3
cg02060698,FOXO3
cg02060717,RHOH
cg02060988,LASP1
cg02061596,MLLT4
cg02061757,PRDM16
cg02063919,SALL4
cg02065750,PDGFB
cg02067098,PRDM16
cg02067431,MDM4
cg02068505,TRAF7
cg02069519,EPS15
cg02072813,AKT1
cg02072896,PRDM16
cg02075221,KLK2
cg02075570,SLC45A3
cg02075822,HIP1
cg02075970,PDGFB
cg02076414,STIL
cg02079908,EML4
cg02084403,WHSC1
cg02086790,AXIN1
cg02087101,CBFA2T3
cg02087342,TP53
cg02089380,ACVR1
cg02090569,NKX2-1
cg02092590,KLF6
cg02092882,AFF1
cg02093647,ACVR2A
cg02094225,CHCHD7
cg02099053,RBM15
cg02107564,EP300
cg02107718,GNAS
cg02108623,PRDM1
cg02113449,RB1
cg02114909,YWHAE
cg02116794,KIF5B
cg02116856,ACSL3
cg02120463,PDGFB
cg02120658,PAX3
cg02120735,CBFA2T3
cg02121943,TBX3
cg02122981,TP63
cg02123091,HMGA2
cg02123547,PIM1
cg02127509,MYB
cg02131870,CUX1
cg02134705,WWTR1
cg02137691,FGFR3
cg02138198,NAB2
cg02139264,BCL6
cg02142074,SRC
cg02145319,AXIN1
cg02147592,MAP2K2
cg02148711,ATRX
cg02149314,CREB3L2
cg02150218,ARID1B
cg02151120,NUMA1
cg02152417,CAMTA1
cg02152475,PAX5
cg02152992,RB1
cg02153334,TERT
cg02153339,HNF1A
cg02157637,CDH11
cg02160692,FBXO11
cg02161011,AXIN2
cg02162578,ZBTB16
cg02165692,ALK
cg02166842,EGFR
cg02167055,CBFA2T3
cg02169185,CUX1
cg02169289,BCOR
cg02170478,PDGFRA
cg02173004,DAXX
cg02173969,TRIM27
cg02178648,PAX7
cg02179499,FGFR2
cg02186748,COL1A1
cg02187822,CBFA2T3
cg02188665,RET
cg02192204,CBFA2T3
cg02196731,AFF1
cg02197392,CALR
cg02198582,TSC2
cg02202169,FOXO1
cg02205181,NFKB2
cg02208653,DNMT3A
cg02210151,FGFR2
cg02214443,PTPRK
cg02215945,CTCF
cg02216032,CBFA2T3
cg02216246,FLI1
cg02216939,CREB3L2
cg02220284,FOXP1
cg02220481,MYH11
cg02223350,TFG
cg02224047,CUX1
cg02224314,BCL11B
cg02228635,RPL5
cg02229461,HIP1
cg02235261,TAL1
cg02239049,MAML2
cg02245105,RANBP2
cg02245998,AFF3
cg02246055,ZFHX3
cg02246683,NCOA2
cg02247160,CTNNB1
cg02247625,ARID1B
cg02254898,FLT4
cg02255700,CCND1
cg02256047,GOLGA5
cg02261780,GNA11
cg02263932,NFATC2
cg02271687,PIK3R1
cg02272859,SLC34A2
cg02273436,PDGFRA
cg02275084,CAMTA1
cg02280226,ASPSCR1
cg02284014,TFEB
cg02285263,ESR1
cg02285920,JAK3
cg02286549,TFEB
cg02286968,TERT
cg02289200,LMNA
cg02289322,NSD1
cg02289590,PTPRK
cg02291619,ARHGAP26
cg02294758,CAMTA1
cg02295527,PRDM16
cg02298094,SH2B3
cg02299950,PRDM16
cg02300576,PRDM16
cg02303538,ABL2
cg02303805,EZH2
cg02304233,BCL9
cg02307823,PTEN
cg02307880,CUX1
cg02308366,TRIM24
cg02310882,ZFHX3
cg02311960,LRP1B
cg02313172,AKT1
cg02315870,HNRNPA2B1
cg02316066,EGFR
cg02317375,GPHN
cg02319453,BRD4
cg02319613,ATIC
cg02322400,MAML2
cg02322989,LRP1B
cg02323277,TBX3
cg02324789,NIN
cg02325160,FAT1
cg02328295,DAXX
cg02328545,FLT4
cg02329010,SH3GL1
cg02330501,PRDM16
cg02333588,PRDM16
cg02334333,BCL11A
cg02336104,FOXP1
cg02336461,CLTC
cg02337283,KEAP1
cg02337568,SH2B3
cg02339198,PPP2R1A
cg02339674,JUN
cg02341556,BCL9L
cg02341605,NCOR2
cg02344201,ELL
cg02344373,POLE
cg02344993,CLTC
cg02346737,ARHGAP26
cg02347074,PAX3
cg02348711,ETV4
cg02350295,CREBBP
cg02350535,FGFR3
cg02352722,CDH11
cg02355868,CBFA2T3
cg02355885,ALK
cg02357416,EWSR1
cg02359414,NCOR2
cg02359589,PER1
cg02359746,NRG1
cg02364279,TSC2
cg02364610,CREB3L1
cg02366320,CBFA2T3
cg02366798,HOXA13
cg02366988,AXIN2
cg02367708,CXCR4
cg02368274,NSD1
cg02368508,TNFRSF17
cg02368820,PRDM16
cg02372821,ZFHX3
cg02376018,BCL6
cg02376455,RARA
cg02380813,GNAQ
cg02382073,TET2
cg02383154,HLF
cg02384565,MEN1
cg02384661,HOXC11
cg02386822,MUC1
cg02388500,CAMTA1
cg02389555,TRIM27
cg02390319,PRDM16
cg02392248,CUX1
cg02393091,CBFA2T3
cg02393092,SET
cg02393535,SMARCA4
cg02395441,CIC
cg02398998,BCL3
cg02399464,SMARCD1
cg02401102,GOPC
cg02401639,CCND2
cg02401761,ETV5
cg02402071,ETV5
cg02404255,ESR1
cg02405213,JAK2
cg02406828,NOTCH1
cg02407308,NOTCH1
cg02410867,TPM4
cg02411529,RUNX1T1
cg02412684,FGFR2
cg02413040,RUNX1
cg02413312,NCOA2
cg02414034,RABEP1
cg02414045,SMAD3
cg02414981,PDGFRB
cg02415231,MAP2K2
cg02415992,GRIN2A
cg02420927,RAF1
cg02428100,KEAP1
cg02429514,NCOR1
cg02431972,CBFA2T3
cg02432009,TRIM27
cg02432888,SMARCA4
cg02433278,ERBB2
cg02433927,BCOR
cg02434866,CBFA2T3
cg02436004,GATA2
cg02451467,CYLD
cg02452985,BCL11B
cg02454501,LMO1
cg02456791,RAD21
cg02458113,MSH2
cg02459355,CDC73
cg02459866,FUS
cg02461502,CBFA2T3
cg02464555,CUX1
cg02464656,HSP90AB1
cg02465979,TRIM27
cg02469210,SH2B3
cg02470521,HOXD11
cg02472825,BCL6
cg02473460,RUNX1T1
cg02477677,RARA
cg02478379,NPM1
cg02481237,PRDM16
cg02483627,CDC73
cg02484476,PRDM16
cg02484850,MYH9
cg02485236,CBFB
cg02485328,EBF1
cg02486855,SMAD3
cg02488702,LRP1B
cg02489371,RNF43
cg02492405,NCOA2
cg02493211,BCL9L
cg02497758,MAFB
cg02499494,LRIG3
cg02499737,ZNF384
cg02501334,PRKAR1A
cg02504384,TSC2
cg02507578,NFE2L2
cg02510471,HOXC11
cg02510708,STAG2
cg02511231,TLX3
cg02511767,ATM
cg02511809,APC
cg02512021,CBFA2T3
cg02512806,CREBBP
cg02513379,IL21R
cg02517294,SDHA
cg02518546,AFF3
cg02520660,BAP1
cg02520804,FOXP1
cg02521428,LPP
cg02524834,CCND3
cg02524954,WT1
cg02524983,LPP
cg02525435,CBFA2T3
cg02525597,CIITA
cg02525926,TRIM27
cg02526417,WHSC1
cg02526522,FLI1
cg02527112,HOXD11
cg02527886,CARD11
cg02528953,TCF7L2
cg02530407,UBR5
cg02531277,CUX1
cg02533173,BRD4
cg02533419,JUN
cg02534850,HMGA2
cg02536065,FLI1
cg02537913,LASP1
cg02538199,PAX5
cg02538772,SND1
cg02539911,PPM1D
cg02540220,TRRAP
cg02545192,TERT
cg02546208,ERC1
cg02547794,REL
cg02550231,CDX2
cg02550949,ETNK1
cg02553054,SMARCD1
cg02553284,COL2A1
cg02554361,CIITA
cg02554391,CDKN1B
cg02556393,MECOM
cg02561912,NFATC2
cg02564756,CNBP
cg02570004,FBXO11
cg02571054,AFF3
cg02574526,GATA2
cg02577909,BRD3
cg02578162,CREBBP
cg02579706,LPP
cg02580987,NSD1
cg02584377,BCL7A
cg02584624,ZBTB16
cg02585344,GRIN2A
cg02587392,PRDM16
cg02587624,HOXA13
cg02590856,GOPC
cg02591871,PRKACA
cg02593043,EML4
cg02593352,TRIM27
cg02596645,FAT1
cg02601800,TERT
cg02602182,BCOR
cg02605232,ZFHX3
cg02605292,GAS7
cg02608019,SYK
cg02609028,IDH2
cg02609742,ASPSCR1
cg02610106,FLT4
cg02611466,CUX1
cg02613803,TMPRSS2
cg02617727,CARD11
cg02625237,AR
cg02633286,CREB3L2
cg02633398,CBFA2T3
cg02635869,RUNX1
cg02637530,ERC1
cg02637593,TP63
cg02639080,TRIM27
cg02639993,FGFR1
cg02643054,HOXA9
cg02643677,MITF
cg02645970,PDGFRA
cg02647835,ASPSCR1
cg02651945,DNAJB1
cg02654940,HMGA1
cg02656594,IL21R
cg02657244,RAP1GDS1
cg02662417,ARID1B
cg02662441,SUFU
cg02663864,CYLD
cg02664592,EBF1
cg02666020,NCOR2
cg02666257,FLI1
cg02667677,PRDM1
cg02669807,SFPQ
cg02669989,JUN
cg02670343,EPS15
cg02671382,NOTCH2
cg02671671,STK11
cg02671826,ARID1B
cg02676375,TLX3
cg02677035,FLI1
cg02678414,TRAF7
cg02681400,BRD4
cg02685544,BCOR
cg02687417,SDC4
cg02689293,CDK6
cg02689514,CBFA2T3
cg02690609,RSPO3
cg02691002,SDHA
cg02692441,FOXP1
cg02693068,BCOR
cg02693249,ELK4
cg02694676,CCND1
cg02696971,CBLB
cg02702692,NUMA1
cg02703198,PPM1D
cg02705824,FBXW7
cg02705909,CRTC1
cg02709840,CBFB
cg02709924,NRG1
cg02710530,AXIN1
cg02711245,LPP
cg02711652,AXIN2
cg02712322,MYH11
cg02712922,PRDM16
cg02713883,HIP1
cg02715291,FIP1L1
cg02716749,LPP
cg02716952,EZH2
cg02717454,CREBBP
cg02717618,SETBP1
cg02720342,ARHGAP26
cg02720618,ESR1
cg02722188,PDGFRA
cg02722633,ARHGAP26
cg02723107,KDR
cg02723291,ETNK1
cg02723533,CCND1
cg02724025,CDH11
cg02725620,CUX1
cg02725935,NOTCH2
cg02726136,RNF213
cg02726729,MET
cg02726883,NF1
cg02728629,MYOD1
cg02731464,KIF5B
cg02733385,NPM1
cg02734001,TCF12
cg02735721,PDE4DIP
cg02736186,ZFHX3
cg02738262,SDHA
cg02741158,CDH11
cg02743222,TLX3
cg02746232,MAP2K4
cg02747051,TRRAP
cg02747341,TSC2
cg02749789,YWHAE
cg02750234,NF1
cg02751532,CARD11
cg02753511,CCND1
cg02755455,JAK1
cg02758236,FLI1
cg02758507,NCOR2
cg02759489,PDGFRA
cg02760426,CBFA2T3
cg02764370,STK11
cg02765328,CCND2
cg02766820,NAB2
cg02767788,PRDM16
cg02769687,PRDM16
cg02770857,MSI2
cg02770947,CBFA2T3
cg02774862,TET1
cg02775353,CUX1
cg02779164,SETBP1
cg02780029,RET
cg02780120,SF3B1
cg02783477,MYO5A
cg02784696,C2orf44
cg02787852,IL21R
cg02790486,FGFR3
cg02792560,ELL
cg02796773,PTPN13
cg02801772,GNA11
cg02802391,HMGA2
cg02804166,PHF6
cg02815312,GATA2
cg02822087,NT5C2
cg02822838,TFEB
cg02823866,CD274
cg02825052,PICALM
cg02827061,COL1A1
cg02829783,MYD88
cg02830265,FUBP1
cg02830576,RAF1
cg02831383,PRDM16
cg02831393,PAFAH1B2
cg02832357,STAT5B
cg02836487,GATA2
cg02841523,WWTR1
cg02849719,CBFA2T3
cg02850821,KRAS
cg02851047,TSC2
cg02852025,IKZF1
cg02852257,TRIM33
cg02853954,SH2B3
cg02854288,FHIT
cg02854554,FAM46C
cg02854922,PDE4DIP
cg02856420,CUX1
cg02856716,PAX7
cg02856952,SH2B3
cg02858413,RARA
cg02858594,OLIG2
cg02858808,CUX1
cg02859042,NCOR2
cg02862153,CUX1
cg02862354,FOXP1
cg02862864,BCL10
cg02867857,CBFA2T3
cg02869559,RUNX1
cg02871887,RPL10
cg02873990,SRC
cg02876066,ELL
cg02878216,CASP8
cg02881625,ETV1
cg02883198,KIT
cg02884928,AKT1
cg02890368,GNAS
cg02892384,PRDM16
cg02892589,DDX3X
cg02892618,HNRNPA2B1
cg02893547,MLLT4
cg02896191,FAT1
cg02897989,PRRX1
cg02898721,RARA
cg02899949,CASC5
cg02900980,FOXP1
cg02902079,CXCR4
cg02904838,LPP
cg02905599,POLE
cg02905881,MSH6
cg02907176,FGFR1OP
cg02908720,SND1
cg02911387,CUX1
cg02912379,PDE4DIP
cg02914962,MLLT4
cg02915920,ABL1
cg02918786,EIF3E
cg02919572,MN1
cg02920502,PICALM
cg02923224,FHIT
cg02925248,TRAF7
cg02926769,CBFA2T3
cg02929191,CCDC6
cg02931660,BCOR
cg02932805,BCOR
cg02935635,BCORL1
cg02943336,CARD11
cg02948862,CBFA2T3
cg02952701,TET1
cg02955020,PBX1
cg02956093,AKT1
cg02957086,AXIN2
cg02960150,FUS
cg02961385,CRTC1
cg02962380,MAF
cg02963188,STIL
cg02963266,BCL11B
cg02964396,LYL1
cg02966475,CDH11
cg02971328,RAC1
cg02971555,ETV1
cg02972725,DEK
cg02973693,ZFHX3
cg02973961,CDH11
cg02976355,NFIB
cg02978827,RB1
cg02979487,AFF1
cg02980693,GATA2
cg02983090,IL21R
cg02987482,MLLT1
cg02987906,FIP1L1
cg02993013,TRIM24
cg02995130,CLIP1
cg02997316,LMNA
cg02998591,FAT1
cg02998933,BTK
cg02999781,PRDM16
cg03000848,AXIN1
cg03003036,RBM10
cg03003858,MYC
cg03008078,SMAD3
cg03013188,TSC2
cg03014008,GNAS
cg03014241,SOCS1
cg03015368,GRIN2A
cg03015370,FOXA1
cg03016975,MAP2K2
cg03017480,RUNX1
cg03020951,HMGA1
cg03021297,CBFA2T3
cg03022050,CUX1
cg03023952,AKT2
cg03025013,CANT1
cg03025061,EIF3E
cg03026462,FOXA1
cg03029145,SMAD2
cg03032443,MLLT1
cg03033721,WHSC1
cg03034934,CBFA2T3
cg03037684,ESR1
cg03038418,GNA11
cg03039294,JAK3
cg03039399,CREBBP
cg03040401,TRAF7
cg03040489,CCND1
cg03040554,ACSL3
cg03040848,CBFA2T3
cg03041109,LEF1
cg03043267,ZRSR2
cg03043671,BRD3
cg03044069,CREB3L1
cg03044533,MAML2
cg03045067,ZFHX3
cg03045831,PTPN13
cg03046247,EGFR
cg03048372,NCOR2
cg03048432,NIN
cg03049917,NTRK3
cg03051946,CAMTA1
cg03053374,RARA
cg03053980,COL1A1
cg03060986,FHIT
cg03063057,GNA11
cg03063453,PPP2R1A
cg03064793,FAT1
cg03066050,KLF4
cg03067248,TRIP11
cg03069943,MLLT6
cg03071195,JAK2
cg03076047,MYC
cg03077671,LYL1
cg03079208,AFF1
cg03082523,PRDM16
cg03085224,DAXX
cg03085312,RARA
cg03085377,RB1
cg03086467,CUX1
cg03088756,BCOR
cg03089725,FGFR1
cg03089923,TCF7L2
cg03090513,CREB1
cg03092399,ATM
cg03093786,IL21R
cg03096488,AR
cg03098643,FAT1
cg03101422,CXCR4
cg03102087,FGFR1OP
cg03102848,DDX3X
cg03107888,HOXA13
cg03110787,MLLT1
cg03113572,ZNF331
cg03114748,SRC
cg03114845,HMGA2
cg03115444,CLIP1
cg03115746,WHSC1
cg03119288,DNM2
cg03120829,HMGA1
cg03123091,ARID1A
cg03125480,PRDM16
cg03126043,ELK4
cg03126058,PRDM16
cg03127334,ERG
cg03130627,EZR
cg03131395,STAT3
cg03131732,CREB3L1
cg03132556,HOXC11
cg03138364,PBX1
cg03140190,CREBBP
cg03140487,BCOR
cg03141815,CUX1
cg03142697,RUNX1
cg03145200,IL21R
cg03146377,MLLT1
cg03148461,BRAF
cg03150409,WHSC1
cg03151191,TRRAP
cg03152000,CHD4
cg03152353,NOTCH1
cg03156170,MSI2
cg03157922,DDX10
cg03160174,ETV6
cg03161075,NIN
cg03161453,BCOR
cg03162251,MLLT1
cg03162916,CANT1
cg03164928,CBFA2T3
cg03166779,ETV1
cg03167369,SFPQ
cg03172717,NCOA4
cg03173713,HMGA1
cg03174038,TSC2
cg03178541,CBFA2T3
cg03186440,CBFA2T3
cg03195600,SOCS1
cg03202064,ZFHX3
cg03203603,CLTC
cg03209472,TSC2
cg03209642,FES
cg03211192,CARD11
cg03214730,ZFHX3
cg03216580,KLF6
cg03217995,HOXA9
cg03218211,FAT1
cg03221025,CBFA2T3
cg03224276,ZFHX3
cg03225335,TRRAP
cg03226435,PRDM16
cg03227104,CBFA2T3
cg03227775,CARD11
cg03228760,SS18L1
cg03230822,ETV1
cg03233548,CBFA2T3
cg03233624,MSI2
cg03234405,SLC34A2
cg03237845,TCF12
cg03239552,HOXC13
cg03243311,GNA11
cg03243362,LCK
cg03243551,DAXX
cg03246690,TRIM27
cg03252605,LRP1B
cg03254230,TNFRSF17
cg03254465,PRDM16
cg03254534,MALT1
cg03255741,SMAD4
cg03256465,JUN
cg03256955,TGFBR2
cg03258749,MLLT11
cg03261800,PAX5
cg03262295,FGFR3
cg03263168,ACVR1
cg03264156,WHSC1
cg03264550,GNAS
cg03267342,KLF4
cg03267466,MSI2
cg03267667,KDM6A
cg03270340,TRIM27
cg03272225,JAK3
cg03273183,FAS
cg03274991,ARHGEF12
cg03277560,NR4A3
cg03278811,FOXO3
cg03286467,MKL1
cg03290752,TBL1XR1
cg03292149,CBLC
cg03293308,PAX3
cg03294491,SMAD2
cg03301084,HEY1
cg03301481,PER1
cg03301671,FAT1
cg03304981,CREB3L2
cg03307717,U2AF1
cg03310939,CUX1
cg03312059,MAML2
cg03312601,BCL6
cg03314052,DNMT3A
cg03314080,NFE2L2
cg03316628,AXIN1
cg03319184,FHIT
cg03321319,MAPK1
cg03322670,LASP1
cg03323598,TERT
cg03323953,PBX1
cg03325671,TSC2
cg03328750,ARHGAP26
cg03330377,CDK6
cg03330454,AXIN1
cg03330522,MECOM
cg03334076,TCF12
cg03337482,PRDM16
cg03339016,CLTCL1
cg03339247,ZFHX3
cg03339956,TCF7L2
cg03341025,TERT
cg03341508,WHSC1L1
cg03345116,ZBTB16
cg03346667,NPM1
cg03347306,PRDM16
cg03347416,MECOM
cg03347927,U2AF1
cg03348461,CAMTA1
cg03348466,CRTC3
cg03348937,NOTCH1
cg03349819,NRG1
cg03350186,PRRX1
cg03350366,NUMA1
cg03352169,SMAD3
cg03352322,PPP2R1A
cg03352346,PRDM16
cg03352409,LZTR1
cg03353765,CBFA2T3
cg03355190,CASC5
cg03355298,B2M
cg03356026,TBL1XR1
cg03356689,FLI1
cg03360479,NF2
cg03361575,MALT1
cg03364015,CCND1
cg03365432,FGFR1OP
cg03368634,CREBBP
cg03369465,DAXX
cg03369906,SUFU
cg03370588,MYO5A
cg03371275,MAML2
cg03371306,FBXW7
cg03373771,CBFA2T3
cg03374976,SLC45A3
cg03378003,SETD2
cg03379631,ZFHX3
cg03382121,DAXX
cg03382246,ZFHX3
cg03383315,CBFA2T3
cg03384318,TCF7L2
cg03384545,STAT5B
cg03386715,PRDM16
cg03387240,TSC2
cg03390472,JAK2
cg03391389,PRDM16
cg03393607,AFF3
cg03394237,MYC
cg03395032,WHSC1
cg03396604,PRDM16
cg03397724,AXIN1
cg03401034,PRDM16
cg03403065,PTPRT
cg03403155,UBR5
cg03404279,FAT4
cg03405026,MLH1
cg03405593,MLLT1
cg03406367,NCOR2
cg03406626,MAML2
cg03410961,IRF4
cg03414134,BCL6
cg03416154,LZTR1
cg03420580,TGFBR2
cg03425695,WWTR1
cg03426840,DDX6
cg03427317,LPP
cg03427564,EP300
cg03430846,NRG1
cg03430864,SMARCA4
cg03431067,AXIN1
cg03431155,CUX1
cg03431738,ERG
cg03432172,CUX1
cg03433758,CRTC3
cg03434384,PPFIBP1
cg03437318,ERBB3
cg03441279,BCL9
cg03444940,TSC2
cg03445574,SF3B1
cg03446863,TFEB
cg03447135,PRDM16
cg03449456,PRDM16
cg03457229,TRRAP
cg03460001,CUX1
cg03460032,RB1
cg03460622,TSC2
cg03463641,DNMT3A
cg03464416,RPL10
cg03464573,HOXA9
cg03466082,ZNF384
cg03466093,EIF4A2
cg03471346,ABL2
cg03471571,FGFR2
cg03473640,MYO5A
cg03476291,LMO2
cg03476862,TRRAP
cg03477252,DAXX
cg03478540,KDM6A
cg03480535,AFF1
cg03480935,SMAD3
cg03481620,NUMA1
cg03484853,RUNX1T1
cg03489020,MITF
cg03490073,TBL1XR1
cg03490711,BCL6
cg03490839,ZFHX3
cg03491584,JAK3
cg03494277,CUX1
cg03494795,ABL1
cg03495030,HNF1A
cg03495195,COL2A1
cg03496157,BCL7A
cg03496780,CDK6
cg03498048,BCL11B
cg03498895,MYC
cg03499639,ZNF331
cg03499775,LASP1
cg03500911,SMAD4
cg03501128,KDSR
cg03505583,BCL6
cg03507593,NCOR2
cg03507641,ERC1
cg03508284,JAK2
cg03508643,TFG
cg03509024,VHL
cg03509412,WIF1
cg03510732,TCF7L2
cg03512927,PBX1
cg03515869,SFPQ
cg03516577,MECOM
cg03517024,TRAF7
cg03524461,MLLT10
cg03525023,PRDM16
cg03527274,PRDM16
cg03527511,BCOR
cg03527663,SETBP1
cg03527919,FAT4
cg03530721,TRAF7
cg03530740,TCF3
cg03531899,SMAD3
cg03532626,CTNNB1
cg03533829,AFF3
cg03534655,CARD11
cg03536474,HOXC11
cg03536787,NSD1
cg03547017,LASP1
cg03547245,MSI2
cg03549948,CCND3
cg03552039,FGFR2
cg03552156,BCL6
cg03553358,SOCS1
cg03554406,SS18L1
cg03559831,NAB2
cg03561416,ARID1B
cg03562531,CACNA1D
cg03564506,TRRAP
cg03571764,CAMTA1
cg03575122,UBR5
cg03576234,BCL6
cg03580236,FAT1
cg03580787,CAMTA1
cg03580800,MECOM
cg03583643,FOXP1
cg03583979,PRDM16
cg03585070,ELK4
cg03594506,GAS7
cg03596113,PRDM16
cg03597034,ELL
cg03597463,SUZ12
cg03597491,ZBTB16
cg03598080,BCL11A
cg03598513,STIL
cg03601011,ACVR2A
cg03602297,ALK
cg03603505,CLIP1
cg03603808,CCNE1
cg03605064,CASC5
cg03606511,BCL11A
cg03607054,C2orf44
cg03608167,CXCR4
cg03609034,CUX1
cg03609488,ETV6
cg03609598,MAP3K1
cg03610148,FHIT
cg03610604,NTRK1
cg03615933,ARHGAP26
cg03616148,GRIN2A
cg03616995,KIF5B
cg03617406,SMAD2
cg03619761,VHL
cg03625292,ABI1
cg03626278,PTCH1
cg03629948,FGFR3
cg03630790,TGFBR2
cg03631294,CD79B
cg03634708,KIF5B
cg03637259,CTNNB1
cg03639557,MSH2
cg03643423,MAP2K4
cg03646788,SPEN
cg03646967,FHIT
cg03647327,TRIM27
cg03650397,EZR
cg03651138,TET1
cg03652564,PBX1
cg03653317,FAM46C
cg03654727,SETBP1
cg03656483,EP300
cg03657791,BRD4
cg03660377,AXIN1
cg03661164,EZH2
cg03661529,ATRX
cg03662494,BCOR
cg03665601,ATRX
cg03666597,CUX1
cg03667968,APC
cg03669037,CBFA2T3
cg03669298,GATA3
cg03671443,TRIM27
cg03673016,GNAS
cg03677101,BCL6
cg03678146,CARD11
cg03679398,MSI2
cg03679456,MECOM
cg03680769,GNA11
cg03683087,TCF7L2
cg03690812,SH2B3
cg03692134,BCORL1
cg03696345,OLIG2
cg03697316,LZTR1
cg03698009,HOXA9
cg03704006,CBFA2T3
cg03705784,MAML2
cg03707169,FLI1
cg03708012,FGFR2
cg03715413,FLT4
cg03717201,BCL11A
cg03718380,CDK6
cg03721017,ELL
cg03722909,SETBP1
cg03723506,LIFR
cg03725573,ZBTB16
cg03728813,SFPQ
cg03730027,FLT4
cg03732055,ESR1
cg03735308,CCND1
cg03736058,SH3GL1
cg03737209,MYH11
cg03738352,SLC34A2
cg03738979,SMARCA4
cg03739172,PAX7
cg03740025,SND1
cg03742238,PHOX2B
cg03742620,FUBP1
cg03742729,POLE
cg03743861,COL1A1
cg03747304,NCOR2
cg03748986,PRDM16
cg03752218,TAL1
cg03752425,ZFHX3
cg03754063,KEAP1
cg03754165,BCL11A
cg03756448,TET1
cg03757653,GNA11
cg03760919,RUNX1T1
cg03761216,EPS15
cg03761291,CREBBP
cg03762242,GAS7
cg03762366,HOXC11
cg03762483,GRIN2A
cg03762572,CAMTA1
cg03764352,ETNK1
cg03764381,GRIN2A
cg03765258,CAMTA1
cg03766400,DNMT3A
cg03767515,HOXA11
cg03772350,FOXA1
cg03777697,BRCA2
cg03778155,RSPO3
cg03780927,BCL9L
cg03782202,HOXD11
cg03785281,FOXO1
cg03786915,TRRAP
cg03787603,CUX1
cg03791917,BTK
cg03792767,PDGFRA
cg03797660,CBFA2T3
cg03797687,SH2B3
cg03798942,FLI1
cg03799530,SH2B3
cg03799835,COL1A1
cg03800724,KDM5C
cg03801144,PPP6C
cg03801902,CCND2
cg03802982,CDH11
cg03803784,ATF1
cg03804083,MECOM
cg03805182,ZFHX3
cg03805364,PAFAH1B2
cg03806175,TRRAP
cg03808233,ZFHX3
cg03808459,ABI1
cg03811519,NUP214
cg03813215,BCL2
cg03816062,AFF3
cg03818193,MSI2
cg03821418,NCOR2
cg03821543,GNAS
cg03822267,NFKBIE
cg03823154,FOXO3
cg03825332,KCNJ5
cg03825574,BCORL1
cg03830929,TPM3
cg03831180,MITF
cg03832740,MKL1
cg03833141,CARD11
cg03837903,GNAS
cg03837935,HIP1
cg03839252,FOXO1
cg03839949,GATA2
cg03844154,ETV1
cg03844826,FAT1
cg03847535,MITF
cg03848267,STAT6
cg03849780,CAMTA1
cg03851970,MITF
cg03856723,PRKACA
cg03856748,DDX6
cg03856969,TRRAP
cg03859306,SET
cg03860252,FGFR3
cg03860890,EGFR
cg03861593,FOXO3
cg03864479,LIFR
cg03866074,PDE4DIP
cg03866831,GRIN2A
cg03874092,BCL11A
cg03874978,FGFR3
cg03875450,PTCH1
cg03878496,CCND3
cg03878654,ZFHX3
cg03879109,CREBBP
cg03885399,TAL1
cg03885431,PRDM16
cg03890664,KEAP1
cg03891442,EZR
cg03892062,NCOR2
cg03892566,PDE4DIP
cg03895435,CARD11
cg03895496,CDK6
cg03902329,DAXX
cg03905247,NCOR2
cg03907612,TFEB
cg03913792,CDK6
cg03913989,BAP1
cg03914707,ETV1
cg03915174,TRRAP
cg03915539,CBFA2T3
cg03916783,MAML2
cg03919554,FGFR3
cg03921839,PRDM16
cg03921896,PCM1
cg03930153,TBL1XR1
cg03930964,BCR
cg03932308,ETV1
cg03933321,PDE4DIP
cg03935060,GRIN2A
cg03935183,GATA3
cg03935379,TERT
cg03935455,PRDM16
cg03935709,TSC2
cg03936229,MSI2
cg03939054,MAML2
cg03939688,KLF4
cg03942086,PRDM16
cg03942201,CBFA2T3
cg03943249,ZFHX3
cg03944099,FOXO3
cg03945034,CAMTA1
cg03946955,LMNA
cg03947447,SMAD3
cg03948902,PRRX1
cg03950371,EP300
cg03952736,NUP98
cg03954616,ACSL3
cg03954667,ETV6
cg03964733,CDC73
cg03966785,PDGFRA
